model,objective,acquisition,num_initial_points,num_steps,seed,true_min,found_minimum,steps_taken,acquisition_runtime,optimize_runtime,num_hidden_layers,units,reg_weight,maxi_rate,lr,pickle_file
new_der_log,scaled_branin,ts,20,500,7,-1.047393,-1.046751234,52,3.443,373.643,4,100,0.001,0.01,0.001,new_der_log_ts_scaled_branin_L4_n100_rw1e3_m1e2_lr1e3_seed7.pkl
new_der_log,scaled_branin,ts,20,500,4,-1.047393,-1.047374769,61,3.974,520.433,4,100,0.001,0.01,0.001,new_der_log_ts_scaled_branin_L4_n100_rw1e3_m1e2_lr1e3_seed4.pkl
new_der_log,scaled_branin,ei,20,500,9,-1.047393,-1.047389642,218,354.279,1496.835,4,100,0.001,0.01,0.001,new_der_log_ei_scaled_branin_L4_n100_rw1e3_m1e2_lr1e3_seed9.pkl
new_der_log,scaled_branin,ei,20,500,2,-1.047393,-1.042885356,500,901.678,7093.413,4,100,0.001,0.01,0.001,new_der_log_ei_scaled_branin_L4_n100_rw1e3_m1e2_lr1e3_seed2.pkl
new_der_log,shekel4,ei,40,500,3,-10.5363,-10.52586185,175,578.618,1334.522,4,100,0.001,0.01,0.001,new_der_log_ei_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed3.pkl
new_der_log,hartmann6,ei,60,500,1,-3.32237,-3.320635167,154,572.177,1169.42,4,100,0.001,0.01,0.001,new_der_log_ei_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed1.pkl
new_der_log,hartmann6,ei,60,500,8,-3.32237,-3.319407934,189,728.869,1625.284,4,100,0.001,0.01,0.001,new_der_log_ei_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed8.pkl
new_der_log,hartmann6,ei,60,500,2,-3.32237,-3.320257836,246,796.307,2498.138,4,100,0.001,0.01,0.001,new_der_log_ei_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed2.pkl
new_der_log,eggho2,ts,20,500,1,-959.6407,-939.895252,500,38.331,26923.908,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed1.pkl
new_der_log,eggho2,ts,20,500,2,-959.6407,-953.5977929,500,32.384,27389.906,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed2.pkl
new_der_log,eggho2,ts,20,500,8,-959.6407,-947.1443473,500,32.285,27880.836,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed8.pkl
new_der_log,eggho2,ts,20,500,6,-959.6407,-953.0437714,500,32.159,28238.819,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed6.pkl
new_der_log,eggho2,ts,20,500,4,-959.6407,-958.0302214,500,33.354,28585.803,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed4.pkl
new_der_log,shekel4,ts,40,500,6,-10.5363,-7.554064686,500,39.119,30591.892,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed6.pkl
new_der_log,shekel4,ts,40,500,8,-10.5363,-7.815347122,500,38.792,30756.861,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed8.pkl
new_der_log,shekel4,ts,40,500,2,-10.5363,-7.884781528,500,39.265,30831.009,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed2.pkl
new_der_log,hartmann6,ts,60,500,0,-3.32237,-3.181221444,500,43.09,31109.684,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed0.pkl
new_der_log,shekel4,ts,40,500,0,-10.5363,-7.522044501,500,38.95,31419.434,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed0.pkl
new_der_log,hartmann6,ts,60,500,1,-3.32237,-3.25197548,500,43.209,31452.851,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed1.pkl
new_der_log,shekel4,ts,40,500,4,-10.5363,-7.078567397,500,38.968,31539.099,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed4.pkl
new_der_log,hartmann6,ts,60,500,2,-3.32237,-3.220532954,500,43.653,32651.236,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed2.pkl
new_der_log,hartmann6,ts,60,500,4,-3.32237,-3.2402553,500,43.515,30534.97,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed4.pkl
new_der_log,hartmann6,ts,60,500,3,-3.32237,-3.161691895,500,43.422,31792.271,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed3.pkl
new_der_log,hartmann6,ts,60,500,5,-3.32237,-3.194367915,500,44.357,31927.263,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed5.pkl
new_der_log,ackley5,ei,50,500,0,0,11.72212722,500,1775.439,7012.005,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed0.pkl
new_der_log,ackley5,ei,50,500,1,0,1.036283426,500,1703.348,7482.082,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed1.pkl
new_der_log,ackley5,ei,50,500,2,0,6.491047012,500,2076.014,7803.111,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed2.pkl
new_der_log,ackley5,ei,50,500,3,0,6.933962161,500,2091.023,7864.649,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed3.pkl
new_der_log,ackley5,ei,50,500,4,0,1.956759129,500,1980.39,7730.771,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed4.pkl
new_der_log,ackley5,ei,50,500,5,0,0.092101723,500,2170.798,7419.312,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed5.pkl
new_der_log,ackley5,ei,50,500,6,0,0.118882108,500,2012.053,7309.455,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed6.pkl
new_der_log,ackley5,ei,50,500,7,0,0.955704256,500,1912.757,7714.573,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed7.pkl
new_der_log,eggho2,ts,20,500,9,-959.6407,-955.1104802,500,40.52,27612.463,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed9.pkl
new_der_log,eggho2,ts,20,500,3,-959.6407,-940.9226841,500,41.313,29036.403,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed3.pkl
new_der_log,eggho2,ts,20,500,5,-959.6407,-951.9174804,500,39.655,27994.747,4,100,0.001,0.01,0.001,new_der_log_ts_eggho2_L4_n100_rw1e3_m1e2_lr1e3_seed5.pkl
new_der_log,hartmann6,ts,60,500,6,-3.32237,-3.154967348,500,42.973,30538.348,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed6.pkl
new_der_log,hartmann6,ts,60,500,7,-3.32237,-3.185096908,500,43.351,30924.435,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed7.pkl
new_der_log,ackley5,ei,50,500,8,0,7.550861632,500,2064.517,7236.714,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed8.pkl
new_der_log,ackley5,ei,50,500,9,0,0.132766884,500,2250.103,7996.217,4,100,0.001,0.01,0.001,new_der_log_ei_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed9.pkl
new_der_log,hartmann6,ts,60,500,8,-3.32237,-3.245048162,500,44.205,31163.806,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed8.pkl
new_der_log,shekel4,ts,40,500,7,-10.5363,-10.02720469,500,70.716,32372.347,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed7.pkl
new_der_log,shekel4,ts,40,500,5,-10.5363,-8.58924657,500,71.371,31709.044,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed5.pkl
new_der_log,hartmann6,ts,60,500,9,-3.32237,-3.22227927,500,44.511,31944.901,4,100,0.001,0.01,0.001,new_der_log_ts_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed9.pkl
new_der_log,shekel4,ts,40,500,9,-10.5363,-8.555721697,500,69.562,32674.654,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed9.pkl
new_der_log,shekel4,ts,40,500,3,-10.5363,-9.954823858,500,70.18,32783.068,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed3.pkl
new_der_log,shekel4,ts,40,500,1,-10.5363,-3.914848995,500,70.128,32741.213,4,100,0.001,0.01,0.001,new_der_log_ts_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed1.pkl
new_der_log,ackley5,ts,50,500,0,0,5.791224667,500,36.851,24515.207,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed0.pkl
new_der_log,ackley5,ts,50,500,1,0,5.924013905,500,35.515,23831.054,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed1.pkl
new_der_log,ackley5,ts,50,500,3,0,5.72100237,500,33.872,22824.868,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed3.pkl
new_der_log,ackley5,ts,50,500,2,0,5.894996353,500,34.194,23945.252,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed2.pkl
new_der_log,ackley5,ts,50,500,5,0,6.201563017,500,34.185,22344.789,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed5.pkl
new_der_log,ackley5,ts,50,500,4,0,4.318057068,500,33.705,24280.93,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed4.pkl
new_der_log,ackley5,ts,50,500,6,0,4.06286819,500,32.384,21720.246,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed6.pkl
new_der_log,ackley5,ts,50,500,7,0,5.707350724,500,31.979,21840.192,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed7.pkl
new_der_log,ackley5,ts,50,500,8,0,4.836196916,500,29.433,21175.202,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed8.pkl
new_der_log,ackley5,ts,50,500,9,0,5.472052117,500,29.401,21636.384,4,100,0.001,0.01,0.001,new_der_log_ts_ackley5_L4_n100_rw1e3_m1e2_lr1e3_seed9.pkl
new_der_log,noisy_hartmann6,ts,60,50,13,-3.32237,-4.701432985,50,10.286,5507.653,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed13.pkl
new_der_log,noisy_hartmann6,ts,60,50,11,-3.32237,-4.769802234,50,9.93,5674.637,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed11.pkl
new_der_log,noisy_hartmann6,ts,60,50,12,-3.32237,-5.171299204,50,10.22,5724.38,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed12.pkl
new_der_log,noisy_hartmann6,ts,60,50,10,-3.32237,-4.83495095,50,10.401,5936.816,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed10.pkl
new_der_log,noisy_shekel4,ts,40,50,10,-10.5363,-8.20846471,50,7.999,7777.197,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed10.pkl
new_der_log,noisy_shekel4,ts,40,50,18,-10.5363,-9.064664803,50,7.818,8017.232,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed18.pkl
new_der_log,noisy_shekel4,ts,40,50,19,-10.5363,-6.374189076,50,8.118,8163.176,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed19.pkl
new_der_log,noisy_shekel4,ts,40,50,13,-10.5363,-5.957950739,50,8.026,8447.138,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed13.pkl
new_der_log,noisy_shekel4,ts,40,50,14,-10.5363,-3.178603396,50,8.034,8632.999,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed14.pkl
new_der_log,noisy_shekel4,ts,40,50,12,-10.5363,-4.941805242,50,7.955,8772.156,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed12.pkl
new_der_log,noisy_shekel4,ts,40,50,17,-10.5363,-8.00892264,50,8.253,8867.881,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed17.pkl
new_der_log,noisy_shekel4,ts,40,50,11,-10.5363,-3.819482077,50,7.843,8884.422,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed11.pkl
new_der_log,noisy_shekel4,ts,40,50,16,-10.5363,-4.401084185,50,7.814,9048.405,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed16.pkl
new_der_log,noisy_shekel4,ts,40,50,15,-10.5363,-4.130825396,50,7.857,9242.568,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_shekel4_L4_n100_rw1e3_m1e2_lr1e3_seed15.pkl
new_der_log,noisy_hartmann6,ts,60,50,17,-3.32237,-4.862048209,50,8.246,4103.394,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed17.pkl
new_der_log,noisy_hartmann6,ts,60,50,16,-3.32237,-4.527280197,50,8.463,4340.062,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed16.pkl
new_der_log,noisy_hartmann6,ts,60,50,15,-3.32237,-5.068229725,50,8.602,4481.96,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed15.pkl
new_der_log,noisy_hartmann6,ts,60,50,14,-3.32237,-4.718786782,50,8.464,4702.884,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed14.pkl
new_der_log,noisy_hartmann6,ts,60,50,18,-3.32237,-4.742271538,50,6.989,3116.695,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed18.pkl
new_der_log,noisy_hartmann6,ts,60,50,19,-3.32237,-4.522035425,50,6.692,3109.126,4,100,0.001,0.01,0.001,new_der_log_ts_noisy_hartmann6_L4_n100_rw1e3_m1e2_lr1e3_seed19.pkl
