model,objective,acquisition,num_initial_points,num_steps,seed,true_min,found_minimum,steps_taken,acquisition_runtime,optimize_runtime,ensemble_size,num_hidden_layers,units,pickle_file
de,rosenbrock4,ts,40,500,1,-1.01917,-1.019161045,289,272.914,11910.352,7,5,50,de_ts_rosenbrock4_L5_n50_es7_seed1.pkl
de,hartmann6,ei,60,500,6,-3.32237,-3.314368563,500,1183.152,12718.024,7,5,50,de_ei_hartmann6_L5_n50_es7_seed6.pkl
de,hartmann6,ei,60,500,4,-3.32237,-3.306042418,500,1563.397,12483.512,7,5,50,de_ei_hartmann6_L5_n50_es7_seed4.pkl
de,hartmann6,ei,60,500,8,-3.32237,-3.316572437,500,565.708,12912.808,7,5,50,de_ei_hartmann6_L5_n50_es7_seed8.pkl
de,hartmann6,ei,60,500,1,-3.32237,-3.317080473,500,852.684,12208.652,7,5,50,de_ei_hartmann6_L5_n50_es7_seed1.pkl
de,hartmann6,ei,60,500,3,-3.32237,-3.199195392,500,1649.49,13018.793,7,5,50,de_ei_hartmann6_L5_n50_es7_seed3.pkl
de,eggho2,ts,20,500,7,-959.6407,-942.7576558,500,259.828,28391.345,7,5,50,de_ts_eggho2_L5_n50_es7_seed7.pkl
de,eggho2,ts,20,500,1,-959.6407,-952.2121274,500,261.994,28102.755,7,5,50,de_ts_eggho2_L5_n50_es7_seed1.pkl
de,rosenbrock4,ts,40,500,9,-1.01917,-1.019163534,500,488.88,33907.416,7,5,50,de_ts_rosenbrock4_L5_n50_es7_seed9.pkl
de,eggho2,ts,20,500,5,-959.6407,-953.2917013,500,257.222,29121.445,7,5,50,de_ts_eggho2_L5_n50_es7_seed5.pkl
de,rosenbrock4,ts,40,500,6,-1.01917,-1.019169661,500,268.91,35584.41,7,5,50,de_ts_rosenbrock4_L5_n50_es7_seed6.pkl
de,eggho2,ts,20,500,3,-959.6407,-958.3377306,500,261.385,30266.809,7,5,50,de_ts_eggho2_L5_n50_es7_seed3.pkl
de,hartmann6,ei,60,500,5,-3.32237,-3.308150687,500,1191.787,12756.914,7,5,50,de_ei_hartmann6_L5_n50_es7_seed5.pkl
de,hartmann6,ei,60,500,9,-3.32237,-3.318424398,500,916.257,13606.179,7,5,50,de_ei_hartmann6_L5_n50_es7_seed9.pkl
de,hartmann6,ei,60,500,7,-3.32237,-3.310532301,500,1878.898,13911.697,7,5,50,de_ei_hartmann6_L5_n50_es7_seed7.pkl
de,eggho2,ts,20,500,9,-959.6407,-940.2720646,500,263.048,28783.572,7,5,50,de_ts_eggho2_L5_n50_es7_seed9.pkl
de,rosenbrock4,ts,40,500,3,-1.01917,-1.019164186,456,433.966,29024.67,7,5,50,de_ts_rosenbrock4_L5_n50_es7_seed3.pkl
de,ackley5,ei,50,500,0,0,2.591210241,500,1272.955,12529.622,7,5,50,de_ei_ackley5_L5_n50_es7_seed0.pkl
de,ackley5,ei,50,500,3,0,2.679752326,500,529.728,11523.042,7,5,50,de_ei_ackley5_L5_n50_es7_seed3.pkl
de,hartmann6,ts,60,500,0,-3.32237,-3.181082061,500,311.222,36035.577,7,5,50,de_ts_hartmann6_L5_n50_es7_seed0.pkl
de,ackley5,ei,50,500,1,0,3.537752123,500,2367.594,11658.874,7,5,50,de_ei_ackley5_L5_n50_es7_seed1.pkl
de,ackley5,ei,50,500,2,0,2.675650629,500,1224.25,12348.836,7,5,50,de_ei_ackley5_L5_n50_es7_seed2.pkl
de,ackley5,ei,50,500,4,0,3.294519917,500,1098.49,12432.368,7,5,50,de_ei_ackley5_L5_n50_es7_seed4.pkl
de,ackley5,ei,50,500,5,0,2.998759792,500,910.114,12257.507,7,5,50,de_ei_ackley5_L5_n50_es7_seed5.pkl
de,ackley5,ei,50,500,6,0,2.725324131,500,1191.355,12465.494,7,5,50,de_ei_ackley5_L5_n50_es7_seed6.pkl
de,hartmann6,ts,60,500,2,-3.32237,-3.233607993,500,309.446,39520.123,7,5,50,de_ts_hartmann6_L5_n50_es7_seed2.pkl
de,hartmann6,ts,60,500,4,-3.32237,-3.171499444,500,313.912,35035.324,7,5,50,de_ts_hartmann6_L5_n50_es7_seed4.pkl
de,ackley5,ei,50,500,7,0,2.400207593,500,1197.796,13577.324,7,5,50,de_ei_ackley5_L5_n50_es7_seed7.pkl
de,ackley5,ei,50,500,9,0,1.145963433,500,1357.105,13430.751,7,5,50,de_ei_ackley5_L5_n50_es7_seed9.pkl
de,ackley5,ei,50,500,8,0,2.93891771,500,1731.877,13597.447,7,5,50,de_ei_ackley5_L5_n50_es7_seed8.pkl
de,hartmann6,ts,60,500,7,-3.32237,-3.182654026,500,310.956,36544.811,7,5,50,de_ts_hartmann6_L5_n50_es7_seed7.pkl
de,hartmann6,ts,60,500,6,-3.32237,-3.286347097,500,319.243,41363.179,7,5,50,de_ts_hartmann6_L5_n50_es7_seed6.pkl
de,hartmann6,ts,60,500,8,-3.32237,-3.297905596,500,313.861,38430.813,7,5,50,de_ts_hartmann6_L5_n50_es7_seed8.pkl
de,hartmann6,ts,60,500,9,-3.32237,-3.220578311,500,315.881,40424.617,7,5,50,de_ts_hartmann6_L5_n50_es7_seed9.pkl
de,ackley5,ts,50,500,2,0,5.5521213,500,295.409,34799.626,7,5,50,de_ts_ackley5_L5_n50_es7_seed2.pkl
de,ackley5,ts,50,500,0,0,6.313732739,500,294.217,35987.734,7,5,50,de_ts_ackley5_L5_n50_es7_seed0.pkl
de,ackley5,ts,50,500,1,0,5.924013905,500,293.149,35349.672,7,5,50,de_ts_ackley5_L5_n50_es7_seed1.pkl
de,hartmann6,ts,60,500,1,-3.32237,-3.296901339,500,768.129,37222.467,7,5,50,de_ts_hartmann6_L5_n50_es7_seed1.pkl
de,ackley5,ts,50,500,3,0,5.204618083,500,292.586,34975.918,7,5,50,de_ts_ackley5_L5_n50_es7_seed3.pkl
de,ackley5,ts,50,500,4,0,5.193726758,500,290.574,35176.617,7,5,50,de_ts_ackley5_L5_n50_es7_seed4.pkl
de,ackley5,ts,50,500,5,0,5.943725423,500,285.579,34709.325,7,5,50,de_ts_ackley5_L5_n50_es7_seed5.pkl
de,hartmann6,ts,60,500,3,-3.32237,-3.183054365,500,743.247,34712.759,7,5,50,de_ts_hartmann6_L5_n50_es7_seed3.pkl
de,hartmann6,ts,60,500,5,-3.32237,-3.194367915,500,733.065,32579.074,7,5,50,de_ts_hartmann6_L5_n50_es7_seed5.pkl
de,ackley5,ts,50,500,6,0,2.944827496,500,269.888,31017.286,7,5,50,de_ts_ackley5_L5_n50_es7_seed6.pkl
de,ackley5,ts,50,500,8,0,4.836196916,500,250.126,27758.387,7,5,50,de_ts_ackley5_L5_n50_es7_seed8.pkl
de,ackley5,ts,50,500,7,0,5.707350724,500,252.922,28529.239,7,5,50,de_ts_ackley5_L5_n50_es7_seed7.pkl
de,ackley5,ts,50,500,9,0,6.243847348,500,231.163,24707.188,7,5,50,de_ts_ackley5_L5_n50_es7_seed9.pkl
de,noisy_shekel4,ts,40,50,11,-10.5363,-9.324606574115528,50,17.366,14476.033,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed11.pkl
de,noisy_shekel4,ts,40,50,12,-10.5363,-11.266869885915138,50,17.393,15051.545,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed12.pkl
de,noisy_shekel4,ts,40,50,10,-10.5363,-8.029918729360443,50,17.343,15626.503,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed10.pkl
de,noisy_shekel4,ts,40,50,13,-10.5363,-7.888000243046632,50,16.213,11798.03,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed13.pkl
de,noisy_shekel4,ts,40,50,15,-10.5363,-9.972204950915465,50,15.998,13244.203,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed15.pkl
de,noisy_shekel4,ts,40,50,14,-10.5363,-9.682434832398403,50,16.263,15802.475,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed14.pkl
de,noisy_shekel4,ts,40,50,16,-10.5363,-7.572215242663507,50,15.157,12471.819,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed16.pkl
de,noisy_shekel4,ts,40,50,17,-10.5363,-5.882627004798003,50,14.811,12063.112,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed17.pkl
de,noisy_shekel4,ts,40,50,18,-10.5363,-9.039509652571887,50,13.993,11899.062,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed18.pkl
de,noisy_shekel4,ts,40,50,19,-10.5363,-7.434606251194246,50,13.412,10706.896,7,5,50,de_ts_noisy_shekel4_L5_n50_es7_seed19.pkl
de,noisy_hartmann6,ts,60,50,10,-3.32237,-4.954675573835406,50,16.25,13073.058,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed10.pkl
de,noisy_hartmann6,ts,60,50,11,-3.32237,-5.006417455339541,50,16.037,14463.746,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed11.pkl
de,noisy_hartmann6,ts,60,50,12,-3.32237,-4.927574015242091,50,16.264,12221.756,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed12.pkl
de,noisy_hartmann6,ts,60,50,13,-3.32237,-5.335074695902955,50,16.194,13471.027,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed13.pkl
de,noisy_hartmann6,ts,60,50,14,-3.32237,-5.130445677130989,50,15.926,13272.408,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed14.pkl
de,noisy_hartmann6,ts,60,50,15,-3.32237,-4.9066446805935815,50,15.651,13879.839,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed15.pkl
de,noisy_hartmann6,ts,60,50,16,-3.32237,-5.0522943313357,50,16.384,12352.104,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed16.pkl
de,noisy_hartmann6,ts,60,50,17,-3.32237,-5.36525992148748,50,16.529,13942.232,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed17.pkl
de,noisy_hartmann6,ts,60,50,18,-3.32237,-5.2327994887801985,50,16.822,12629.78,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed18.pkl
de,noisy_hartmann6,ts,60,50,19,-3.32237,-5.51190047017139,50,16.633,9738.552,7,5,50,de_ts_noisy_hartmann6_L5_n50_es7_seed19.pkl
