model,objective,acquisition,num_initial_points,num_steps,seed,true_min,found_minimum,steps_taken,acquisition_runtime,optimize_runtime,ensemble_size,num_hidden_layers,units,pickle_file
de,rosenbrock4,ts,40,500,0,-1.01917,-1.019163193,337,176.985,15562.864,7,5,50,de_ts_rosenbrock4_L5_n50_es7_seed0.pkl
de,shekel4,ts,40,500,8,-10.5363,-6.979422319,500,266.35,34499.138,7,5,50,de_ts_shekel4_L5_n50_es7_seed8.pkl
de,shekel4,ts,40,500,7,-10.5363,-8.27214435,500,260.224,34652.305,7,5,50,de_ts_shekel4_L5_n50_es7_seed7.pkl
de,shekel4,ts,40,500,6,-10.5363,-7.554064686,500,261.187,35579.022,7,5,50,de_ts_shekel4_L5_n50_es7_seed6.pkl
de,shekel4,ts,40,500,9,-10.5363,-8.842952721,500,265.982,36464.693,7,5,50,de_ts_shekel4_L5_n50_es7_seed9.pkl
de,rosenbrock4,ts,40,500,5,-1.01917,-1.019166821,308,296.707,13645.411,7,5,50,de_ts_rosenbrock4_L5_n50_es7_seed5.pkl
de,hartmann6,ei,60,500,0,-3.32237,-3.284933741,500,1475.175,12078.47,7,5,50,de_ei_hartmann6_L5_n50_es7_seed0.pkl
de,eggho2,ts,20,500,8,-959.6407,-949.5795886,500,223.502,30159.77,7,5,50,de_ts_eggho2_L5_n50_es7_seed8.pkl
de,hartmann6,ei,60,500,2,-3.32237,-3.312381671,500,642.496,13181.548,7,5,50,de_ei_hartmann6_L5_n50_es7_seed2.pkl
de,rosenbrock4,ts,40,500,2,-1.01917,-1.01916548,370,201.028,19368.066,7,5,50,de_ts_rosenbrock4_L5_n50_es7_seed2.pkl
